Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,yr1.Team,yr1.Pos,yr1.G,yr1.GS,yr1.MP,yr1.FG,yr1.FGA,yr1.FG%,yr1.3P,yr1.3PA,yr1.3P%,yr1.2P,yr1.2PA,yr1.2P%,yr1.eFG%,yr1.FT,yr1.FTA,yr1.FT%,yr1.ORB,yr1.DRB,yr1.TRB,yr1.AST,yr1.STL,yr1.BLK,yr1.TOV,yr1.PF,yr1.PTS,yr2.Team,yr2.Pos,yr2.G,yr2.GS,yr2.MP,yr2.FG,yr2.FGA,yr2.FG%,yr2.3P,yr2.3PA,yr2.3P%,yr2.2P,yr2.2PA,yr2.2P%,yr2.eFG%,yr2.FT,yr2.FTA,yr2.FT%,yr2.ORB,yr2.DRB,yr2.TRB,yr2.AST,yr2.STL,yr2.BLK,yr2.TOV,yr2.PF,yr2.PTS,yr3.Team,yr3.Pos,yr3.G,yr3.GS,yr3.MP,yr3.FG,yr3.FGA,yr3.FG%,yr3.3P,yr3.3PA,yr3.3P%,yr3.2P,yr3.2PA,yr3.2P%,yr3.eFG%,yr3.FT,yr3.FTA,yr3.FT%,yr3.ORB,yr3.DRB,yr3.TRB,yr3.AST,yr3.STL,yr3.BLK,yr3.TOV,yr3.PF,yr3.PTS
Onyeka Okongwu,454,ATL,1,6,2020,Southern California,2019-20,Southern California,28,28,30.6,6.3,10.1,6.2,10.0,0.0,0.1,3.7,5.1,3.3,5.4,8.6,1.1,1.2,2.7,2.0,2.7,16.2,0.616,0.621,0.25,0.72,0.645,0.618,F,FR,ATL,C,50.0,4.0,12.0,1.9,3.0,0.644,0.0,0.1,0.0,1.9,2.9,0.658,0.644,0.7,1.1,0.632,1.2,2.0,3.3,0.4,0.5,0.7,0.6,2.0,4.6,ATL,C,48.0,6.0,20.7,3.3,4.7,0.69,0.0,0.0,,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,ATL,C,80.0,18.0,23.1,4.0,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,3.1,9.9
Tyrell Terry,454,DAL,2,31,2020,Stanford,2019-20,Stanford,31,31,32.6,4.7,10.7,2.7,5.8,2.0,4.9,3.2,3.5,0.4,4.1,4.5,3.2,1.4,0.1,2.6,2.1,14.6,0.441,0.47,0.408,0.891,0.589,0.535,G,FR,DAL,PG,11.0,0.0,5.1,0.5,1.5,0.313,0.0,0.6,0.0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,MEM,PG,2.0,0.0,1.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Mannion,447,GSW,2,48,2020,Arizona,2019-20,Arizona,32,32,32.3,4.5,11.5,2.8,6.4,1.7,5.1,3.3,4.2,0.3,2.3,2.5,5.3,1.2,0.0,2.6,1.7,14.0,0.392,0.444,0.327,0.797,0.52,0.465,G,FR,GSW,PG,30.0,1.0,12.1,1.3,3.8,0.342,0.7,2.0,0.367,0.6,1.8,0.315,0.439,0.8,0.9,0.821,0.2,1.3,1.5,2.3,0.5,0.0,1.0,1.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Joe,439,PHI,2,49,2020,Arkansas,2019-20,Arkansas,26,25,36.1,5.1,13.8,1.5,3.3,3.6,10.6,3.1,3.5,0.5,3.6,4.1,1.7,1.4,0.3,1.7,1.8,16.9,0.367,0.447,0.342,0.89,0.544,0.497,G,SO,PHI,SG,41.0,1.0,9.3,1.2,3.2,0.361,1.0,2.6,0.368,0.2,0.7,0.333,0.508,0.4,0.6,0.75,0.1,0.7,0.9,0.5,0.3,0.1,0.3,0.8,3.7,PHI,SG,55.0,1.0,11.1,1.1,3.2,0.35,0.8,2.5,0.333,0.3,0.8,0.405,0.477,0.5,0.6,0.935,0.1,0.9,1.0,0.6,0.3,0.1,0.3,0.9,3.6,OKC,SG,73.0,10.0,19.1,3.1,7.0,0.441,2.2,5.4,0.409,0.9,1.6,0.553,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5
Paul Reed,439,PHI,2,58,2020,DePaul,2019-20,DePaul,29,29,31.7,6.3,12.2,5.7,10.4,0.6,1.8,2.0,2.8,3.3,7.4,10.7,1.6,1.9,2.6,2.3,3.0,15.1,0.516,0.551,0.308,0.738,0.561,0.538,F,JR,PHI,PF,26.0,0.0,6.8,1.6,3.0,0.538,0.0,0.2,0.0,1.6,2.8,0.583,0.538,0.2,0.3,0.5,1.2,1.2,2.3,0.5,0.4,0.5,0.5,1.1,3.4,PHI,C,38.0,2.0,7.9,1.4,2.5,0.563,0.1,0.2,0.25,1.4,2.3,0.591,0.573,0.2,0.4,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,PHI,C,69.0,2.0,10.9,1.8,3.0,0.593,0.0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2
Nick Richards,435,NOH,2,42,2020,Kentucky,2019-20,Kentucky,31,30,29.6,5.3,8.2,5.3,8.2,0.0,0.0,3.5,4.7,2.6,5.2,7.8,0.2,0.1,2.1,1.6,3.2,14.0,0.642,0.642,,0.752,0.674,0.642,F,JR,CHO,PF,18.0,0.0,3.5,0.2,0.5,0.444,0.0,0.1,0.0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.4,0.8,CHO,C,50.0,5.0,7.3,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.6,0.9,0.698,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0,3.0,CHO,C,65.0,9.0,18.7,3.0,4.8,0.629,0.0,0.0,1.0,3.0,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2
Tyrese Maxey,433,PHI,1,21,2020,Kentucky,2019-20,Kentucky,31,28,34.5,4.8,11.3,3.8,7.7,1.1,3.6,3.2,3.9,0.4,3.9,4.3,3.2,0.9,0.4,2.2,2.4,14.0,0.427,0.492,0.292,0.833,0.531,0.474,G,FR,PHI,SG,61.0,8.0,15.3,3.2,7.0,0.462,0.5,1.7,0.301,2.7,5.3,0.512,0.498,1.0,1.1,0.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,1.3,8.0,PHI,PG,75.0,74.0,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,PHI,SG,60.0,41.0,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3
Tyler Bey,429,PHI,2,36,2020,Colorado,2019-20,Colorado,31,30,29.0,4.5,8.5,4.1,7.5,0.4,1.0,4.4,5.9,2.0,7.0,9.0,1.5,1.5,1.2,2.4,1.9,13.8,0.53,0.545,0.419,0.743,0.611,0.555,G,JR,DAL,SF,18.0,0.0,3.9,0.4,1.2,0.318,0.1,0.2,0.25,0.3,1.0,0.333,0.341,0.2,0.3,0.6,0.4,0.6,1.1,0.2,0.0,0.1,0.2,0.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udoka Azubuike,426,UTA,1,27,2020,Kansas,2019-20,Kansas,31,30,27.7,5.8,7.8,5.8,7.8,0.0,0.0,2.1,4.7,3.5,7.0,10.5,0.9,0.5,2.6,2.5,2.4,13.7,0.748,0.748,,0.441,0.685,0.748,C,SR,UTA,C,15.0,0.0,3.8,0.3,0.6,0.444,0.0,0.0,,0.3,0.6,0.444,0.444,0.5,0.7,0.8,0.3,0.6,0.9,0.0,0.1,0.3,0.2,0.6,1.1,UTA,C,17.0,6.0,11.5,2.2,2.9,0.755,0.0,0.0,,2.2,2.9,0.755,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7,UTA,C,36.0,4.0,10.0,1.6,2.0,0.819,0.0,0.0,,1.6,2.0,0.819,0.819,0.2,0.6,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,0.9,3.5
Xavier Tillman,425,SAC,2,35,2020,Michigan State,2019-20,Michigan State,31,31,32.1,5.3,9.7,4.9,8.1,0.4,1.6,2.6,4.0,2.7,7.6,10.3,3.0,1.2,2.1,2.0,2.6,13.7,0.55,0.608,0.26,0.667,0.593,0.572,F,JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Anthony,407,ORL,1,15,2020,North Carolina,2019-20,North Carolina,22,20,34.9,6.0,15.7,3.7,9.3,2.2,6.4,4.4,5.8,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,0.38,0.402,0.348,0.75,0.501,0.451,G,FR,ORL,PG,47.0,34.0,27.1,4.7,11.7,0.397,1.2,3.7,0.337,3.4,8.1,0.424,0.449,2.3,2.8,0.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,2.1,12.9,ORL,PG,65.0,65.0,31.7,5.5,14.0,0.391,2.0,6.0,0.338,3.5,8.0,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,ORL,PG,60.0,4.0,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0
Jahmi'us Ramsey,406,SAC,2,43,2020,Texas Tech,2019-20,Texas Tech,27,27,31.2,5.5,12.4,3.3,7.2,2.2,5.2,1.9,2.9,0.7,3.3,4.0,2.2,1.3,0.7,2.0,2.2,15.0,0.442,0.454,0.426,0.641,0.546,0.531,G,FR,SAC,SG,13.0,0.0,7.2,1.2,2.9,0.395,0.4,1.5,0.263,0.8,1.5,0.526,0.461,0.4,0.4,1.0,0.2,0.6,0.8,0.5,0.3,0.1,0.2,0.6,3.1,SAC,SG,19.0,0.0,7.1,1.3,3.1,0.414,0.3,0.9,0.278,1.0,2.1,0.475,0.457,0.4,0.7,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaden McDaniels,402,LAL,1,28,2020,Washington,2019-20,Washington,31,21,31.1,4.4,10.8,3.0,6.7,1.4,4.1,2.8,3.7,1.1,4.7,5.8,2.1,0.8,1.4,3.2,3.3,13.0,0.405,0.445,0.339,0.763,0.515,0.469,F,FR,MIN,PF,63.0,27.0,24.0,2.6,5.8,0.447,1.1,3.1,0.364,1.5,2.7,0.544,0.545,0.4,0.7,0.6,0.8,2.9,3.7,1.1,0.6,1.0,0.7,2.7,6.8,MIN,PF,70.0,31.0,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,MIN,SF,79.0,79.0,30.6,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,0.591,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4,12.1
Devin Vassell,380,SAS,1,11,2020,Florida State,2019-20,Florida State,30,30,28.8,4.8,9.8,3.3,6.3,1.5,3.5,1.6,2.2,1.3,3.8,5.1,1.6,1.4,1.0,0.8,1.9,12.7,0.49,0.532,0.415,0.738,0.585,0.565,G,SO,SAS,SF,62.0,7.0,17.0,2.0,4.9,0.406,0.8,2.4,0.347,1.1,2.5,0.464,0.492,0.7,0.8,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,1.4,5.5,SAS,SF,71.0,32.0,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3,SAS,SG,38.0,32.0,31.0,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5
Cassius Stanley,364,IND,2,54,2020,Duke,2019-20,Duke,29,29,27.4,4.4,9.3,3.3,6.3,1.1,3.0,2.7,3.6,1.9,3.0,4.9,1.0,0.7,0.7,1.9,2.2,12.6,0.474,0.527,0.36,0.733,0.569,0.531,G,FR,IND,SG,24.0,0.0,3.9,0.5,1.8,0.302,0.1,0.5,0.231,0.4,1.3,0.333,0.337,0.3,0.4,0.778,0.3,0.5,0.8,0.0,0.0,0.1,0.0,0.6,1.5,DET,SG,9.0,1.0,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1.0,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Okoro,360,CLE,1,5,2020,Auburn,2019-20,Auburn,28,28,31.5,4.5,8.7,3.8,6.2,0.7,2.5,3.2,4.8,1.9,2.5,4.4,2.0,0.9,0.9,2.0,2.7,12.9,0.514,0.607,0.286,0.672,0.587,0.556,F,FR,CLE,SG,67.0,67.0,32.4,3.5,8.3,0.42,0.9,3.2,0.29,2.6,5.1,0.501,0.476,1.7,2.3,0.726,1.0,2.1,3.1,1.9,0.9,0.4,1.3,2.8,9.6,CLE,SF,67.0,61.0,29.6,3.1,6.4,0.48,0.8,2.3,0.35,2.3,4.1,0.555,0.544,1.8,2.3,0.768,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4,8.8,CLE,SF,76.0,46.0,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1.0,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4
Josh Green,359,DAL,1,18,2020,Arizona,2019-20,Arizona,30,30,30.9,4.1,9.6,3.1,6.8,1.0,2.8,2.8,3.6,1.3,3.3,4.6,2.6,1.5,0.4,1.6,2.4,12.0,0.424,0.449,0.361,0.78,0.528,0.476,G,FR,DAL,SG,39.0,5.0,11.4,1.1,2.4,0.452,0.1,0.6,0.16,1.0,1.7,0.559,0.473,0.3,0.6,0.565,0.7,1.3,2.0,0.7,0.4,0.1,0.4,0.9,2.6,DAL,SG,67.0,3.0,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8,DAL,SG,60.0,21.0,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1
Robert Woodard,352,MEM,2,40,2020,Mississippi State,2019-20,Mississippi State,31,31,33.1,4.4,8.9,3.4,6.6,1.0,2.3,1.6,2.5,2.2,4.4,6.5,1.3,1.1,1.0,1.9,1.9,11.4,0.495,0.517,0.429,0.641,0.564,0.549,G,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Haliburton,335,SAC,1,12,2020,Iowa State,2019-20,Iowa State,22,22,36.7,5.6,11.1,3.2,5.5,2.4,5.6,1.7,2.0,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.3,15.2,0.504,0.592,0.419,0.822,0.631,0.611,G,SO,SAC,PG,58.0,20.0,30.1,5.0,10.7,0.472,2.1,5.1,0.409,2.9,5.6,0.529,0.569,0.8,1.0,0.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,1.4,13.0,2TM,PG,77.0,77.0,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,IND,PG,56.0,56.0,33.6,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7
Aaron Nesmith,322,BOS,1,14,2020,Vanderbilt,2019-20,Vanderbilt,14,14,35.7,7.5,14.6,3.2,6.4,4.3,8.2,3.7,4.5,0.8,4.1,4.9,0.9,1.4,0.9,1.7,2.8,23.0,0.512,0.5,0.522,0.825,0.685,0.659,F,SO,BOS,SF,46.0,1.0,14.5,1.7,3.9,0.438,0.9,2.3,0.37,0.8,1.5,0.543,0.551,0.5,0.6,0.786,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7,BOS,SF,52.0,3.0,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,IND,SF,73.0,60.0,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1
Patrick Williams,268,CHI,1,4,2020,Florida State,2019-20,Florida State,29,0,22.5,3.3,7.1,2.7,5.4,0.6,1.7,2.1,2.6,1.3,2.7,4.0,1.0,1.0,1.0,1.7,1.6,9.2,0.459,0.503,0.32,0.838,0.553,0.498,F,FR,CHI,PF,71.0,71.0,27.9,3.6,7.4,0.483,0.8,1.9,0.391,2.8,5.5,0.515,0.534,1.3,1.8,0.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9.2,CHI,PF,17.0,9.0,24.8,3.2,6.0,0.529,0.9,1.7,0.517,2.3,4.3,0.534,0.603,1.8,2.4,0.732,1.0,3.1,4.1,0.9,0.5,0.5,0.9,1.6,9.0,CHI,PF,82.0,65.0,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2
James Wiseman,59,GSW,1,2,2020,Memphis,2019-20,Memphis,3,3,23.0,6.7,8.7,6.7,8.3,0.0,0.3,6.3,9.0,4.3,6.3,10.7,0.3,0.3,3.0,1.0,1.7,19.7,0.769,0.8,0.0,0.704,0.76,0.769,C,FR,GSW,C,39.0,27.0,21.4,4.9,9.4,0.519,0.3,1.0,0.316,4.6,8.5,0.542,0.535,1.4,2.2,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2TM,C,45.0,22.0,19.3,4.2,7.5,0.558,0.1,0.4,0.2,4.1,7.1,0.58,0.563,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0
Luka Garza,747,DET,2,52,2021,Iowa,2020-21,Iowa,31,31,31.5,9.1,16.4,7.6,13.2,1.4,3.2,4.5,6.4,3.0,5.7,8.7,1.7,0.7,1.6,1.5,2.3,24.1,0.553,0.581,0.44,0.709,0.62,0.596,F,SR,DET,C,32.0,5.0,12.2,2.1,4.6,0.449,0.5,1.5,0.327,1.6,3.1,0.51,0.503,1.2,1.9,0.623,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.8,MIN,C,28.0,0.0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,0.603,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5,6.5,MIN,C,25.0,0.0,4.9,1.4,3.0,0.48,0.4,1.3,0.281,1.1,1.7,0.628,0.54,0.7,1.0,0.72,0.8,0.5,1.2,0.2,0.2,0.0,0.2,1.0,4.0
Cameron Thomas,668,NJN,1,27,2021,Louisiana State,2020-21,Louisiana State,29,29,34.0,7.0,17.2,4.7,10.0,2.3,7.2,6.7,7.6,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4,23.0,0.406,0.464,0.325,0.882,0.553,0.474,G,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Kispert,595,WAS,1,15,2021,Gonzaga,2020-21,Gonzaga,32,32,31.8,6.5,12.3,3.7,5.9,2.8,6.5,2.7,3.1,0.9,4.0,5.0,1.8,0.9,0.4,1.3,1.7,18.6,0.529,0.628,0.44,0.878,0.674,0.644,F,SR,WAS,SF,77.0,36.0,23.4,3.0,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,WAS,SF,74.0,45.0,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,WAS,SF,80.0,22.0,25.8,4.8,9.9,0.486,2.3,6.0,0.383,2.5,3.9,0.643,0.602,1.4,2.0,0.726,0.4,2.4,2.8,2.0,0.5,0.2,1.2,1.8,13.4
Ayo Dosunmu,564,CHI,2,38,2021,Illinois,2020-21,Illinois,28,28,35.1,7.5,15.4,6.4,12.4,1.1,2.9,4.0,5.1,1.1,5.2,6.3,5.3,1.1,0.2,3.3,2.1,20.1,0.488,0.511,0.39,0.783,0.566,0.526,G,JR,CHI,SG,77.0,40.0,27.4,3.6,6.9,0.52,0.9,2.4,0.376,2.7,4.5,0.596,0.585,0.7,1.0,0.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,CHI,SG,80.0,51.0,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.545,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,CHI,SG,76.0,37.0,29.1,4.7,9.5,0.501,1.6,3.9,0.403,3.2,5.6,0.568,0.583,1.1,1.4,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2
Cade Cunningham,544,DET,1,1,2021,Oklahoma State,2020-21,Oklahoma State,27,26,35.4,6.5,14.8,4.2,9.1,2.3,5.7,4.9,5.8,0.7,5.5,6.2,3.5,1.6,0.8,4.0,2.5,20.1,0.438,0.461,0.4,0.846,0.574,0.515,G,FR,DET,SG,64.0,64.0,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,DET,PG,12.0,12.0,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,0.453,3.0,3.6,0.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9,DET,PG,62.0,62.0,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7
Evan Mobley,540,CLE,1,3,2021,Southern California,2020-21,Southern California,33,33,33.9,6.0,10.3,5.6,9.1,0.4,1.2,4.1,5.8,2.7,5.9,8.7,2.4,0.8,2.9,2.2,1.8,16.4,0.578,0.615,0.3,0.694,0.624,0.595,F,FR,CLE,PF,69.0,69.0,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,CLE,PF,79.0,79.0,34.4,6.6,12.0,0.554,0.3,1.3,0.216,6.4,10.7,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,CLE,PF,50.0,50.0,30.6,6.4,11.0,0.58,0.4,1.2,0.373,6.0,9.9,0.604,0.6,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7
Moses Moody,539,GSW,1,14,2021,Arkansas,2020-21,Arkansas,32,32,33.8,5.2,12.1,3.3,7.0,1.8,5.1,4.7,5.8,2.0,3.8,5.8,1.6,1.0,0.7,1.6,2.3,16.8,0.427,0.478,0.358,0.812,0.568,0.503,G,FR,GSW,SG,52.0,11.0,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,GSW,SG,63.0,3.0,13.0,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,GSW,SG,66.0,9.0,17.5,2.9,6.4,0.462,1.1,3.0,0.36,1.8,3.3,0.555,0.548,1.1,1.4,0.785,1.0,2.0,3.0,0.9,0.6,0.4,0.7,1.4,8.1
Quentin Grimes,535,LAC,1,25,2021,Houston,2020-21,Houston,30,30,32.8,5.8,14.2,2.4,5.9,3.3,8.3,3.0,3.8,1.6,4.1,5.7,2.0,1.4,0.3,1.8,2.2,17.8,0.406,0.41,0.403,0.788,0.558,0.523,G,JR,NYK,SG,46.0,6.0,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1.0,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,NYK,SG,71.0,66.0,29.9,4.0,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,2.5,11.3,2TM,SG,51.0,18.0,20.1,2.4,6.4,0.372,1.6,4.7,0.338,0.8,1.7,0.466,0.495,0.7,0.9,0.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0
Jared Butler,502,NOH,2,40,2021,Baylor,2020-21,Baylor,30,30,30.3,5.9,12.5,3.3,6.4,2.6,6.2,2.4,3.0,0.4,2.9,3.3,4.8,2.0,0.4,2.8,2.4,16.7,0.471,0.524,0.416,0.78,0.599,0.573,G,JR,UTA,SG,42.0,1.0,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,OKC,PG,6.0,1.0,12.8,2.5,5.3,0.469,1.2,2.3,0.5,1.3,3.0,0.444,0.578,0.0,0.0,,0.2,0.5,0.7,1.3,0.8,0.0,0.8,0.8,6.2,WAS,SG,40.0,0.0,14.2,2.5,5.0,0.488,0.6,2.0,0.308,1.9,3.1,0.602,0.547,0.8,0.9,0.861,0.2,1.2,1.5,3.2,0.7,0.2,1.3,1.5,6.3
