Player,yr1.2P,yr1.2P%,yr1.2PA,yr1.3P,yr1.3P%,yr1.3PA,yr1.AST,yr1.BLK,yr1.DRB,yr1.FG,yr1.FG%,yr1.FGA,yr1.FT,yr1.FT%,yr1.FTA,yr1.G,yr1.GS,yr1.MP,yr1.ORB,yr1.PF,yr1.PTS,yr1.Pos,yr1.STL,yr1.TOV,yr1.TRB,yr1.Team,yr1.eFG%,yr2.2P,yr2.2P%,yr2.2PA,yr2.3P,yr2.3P%,yr2.3PA,yr2.AST,yr2.BLK,yr2.DRB,yr2.FG,yr2.FG%,yr2.FGA,yr2.FT,yr2.FT%,yr2.FTA,yr2.G,yr2.GS,yr2.MP,yr2.ORB,yr2.PF,yr2.PTS,yr2.Pos,yr2.STL,yr2.TOV,yr2.TRB,yr2.Team,yr2.eFG%,yr3.2P,yr3.2P%,yr3.2PA,yr3.3P,yr3.3P%,yr3.3PA,yr3.AST,yr3.BLK,yr3.DRB,yr3.FG,yr3.FG%,yr3.FGA,yr3.FT,yr3.FT%,yr3.FTA,yr3.G,yr3.GS,yr3.MP,yr3.ORB,yr3.PF,yr3.PTS,yr3.Pos,yr3.STL,yr3.TOV,yr3.TRB,yr3.Team,yr3.eFG%
,6.1,0.557,11.0,1.5,0.337,4.4,6.0,0.8,3.7,7.6,0.494,15.4,2.3,0.786,2.9,81.0,81.0,36.1,0.8,2.5,19.0,SG,1.5,2.6,4.5,NOP,0.543,6.4,0.539,11.9,1.8,0.325,5.4,7.7,0.8,3.9,8.2,0.472,17.3,3.1,0.768,4.0,67.0,67.0,35.9,1.1,2.2,21.2,SG,1.6,3.1,5.0,NOP,0.523,5.5,0.509,10.8,2.0,0.353,5.7,6.7,0.8,3.5,7.5,0.455,16.5,2.1,0.709,3.0,61.0,61.0,34.7,1.3,2.4,19.1,SG,1.6,3.0,4.8,NOP,0.516
,1.4,0.535,2.6,0.9,0.33,2.7,0.7,0.2,1.8,2.3,0.431,5.3,0.7,0.737,1.0,38.0,0.0,13.7,0.7,1.4,6.2,SF,0.4,0.4,2.4,PHI,0.515,0.8,0.5,1.7,0.5,0.312,1.6,0.5,0.3,1.3,1.3,0.408,3.3,0.5,0.743,0.7,48.0,4.0,9.6,0.5,1.0,3.7,SF,0.5,0.5,1.8,ATL,0.484,0.4,0.444,0.9,0.6,0.207,2.9,0.8,0.6,2.0,1.0,0.263,3.8,0.2,0.5,0.4,10.0,1.0,10.7,0.1,1.3,2.8,SG,0.0,0.4,2.1,BRK,0.342
,1.8,0.387,4.6,2.2,0.359,6.2,2.1,0.4,3.6,4.0,0.371,10.9,1.9,0.823,2.3,72.0,72.0,31.5,0.4,1.9,12.2,SG,1.1,1.3,4.0,CHI,0.474,1.7,0.442,3.8,2.0,0.348,5.7,1.8,0.4,3.4,3.7,0.386,9.5,1.2,0.896,1.3,82.0,77.0,31.8,0.6,2.0,10.5,SG,1.5,1.3,3.9,2TM,0.49,1.0,0.477,2.1,1.8,0.405,4.5,1.3,0.6,2.8,2.8,0.428,6.7,0.7,0.791,0.9,73.0,6.0,25.0,0.4,1.9,8.3,SF,1.2,0.6,3.3,IND,0.566
,0.3,0.545,0.6,0.0,0.0,0.6,0.7,0.1,0.4,0.3,0.273,1.2,0.4,0.778,0.5,18.0,1.0,5.9,0.2,0.8,1.1,PG,0.2,0.5,0.6,BOS,0.273,2.5,0.457,5.5,0.9,0.472,1.9,4.0,0.2,2.3,3.4,0.461,7.4,2.2,0.778,2.8,19.0,1.0,21.9,0.4,2.4,9.9,PG,0.8,1.4,2.7,NYK,0.521,1.4,0.5,2.8,0.5,0.313,1.6,2.1,0.2,0.7,1.9,0.432,4.4,0.7,0.636,1.1,10.0,0.0,11.7,0.2,0.7,5.0,PG,0.5,0.8,0.9,NYK,0.489
,6.3,0.585,10.8,1.5,0.421,3.5,2.4,1.4,9.4,7.8,0.545,14.3,4.2,0.858,4.9,82.0,82.0,35.6,2.9,3.5,21.3,C,0.8,1.9,12.3,MIN,0.596,7.0,0.562,12.5,1.8,0.4,4.6,3.4,1.6,9.0,8.8,0.518,17.1,4.9,0.836,5.8,77.0,77.0,33.1,3.4,3.8,24.4,C,0.9,3.1,12.4,MIN,0.572,5.8,0.586,9.9,3.3,0.412,7.9,4.4,1.2,8.1,9.0,0.508,17.8,5.1,0.796,6.5,35.0,35.0,33.9,2.7,3.3,26.5,C,0.9,3.1,10.8,MIN,0.6
,1.0,0.5,2.0,0.0,,0.0,2.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,15.0,0.0,1.0,3.0,C,1.0,1.0,1.0,CLE,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4,0.517,4.6,0.0,0.0,0.0,0.6,0.4,2.7,2.4,0.514,4.6,1.1,0.706,1.6,32.0,7.0,14.4,2.1,1.6,5.9,PF,0.4,0.7,4.8,DEN,0.514,4.0,0.617,6.5,0.2,0.32,0.7,0.5,0.6,4.1,4.2,0.589,7.2,1.7,0.646,2.7,37.0,13.0,19.7,2.6,2.2,10.4,C,0.5,0.9,6.8,2TM,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2,0.46,4.7,0.3,0.282,1.2,2.1,0.2,1.1,2.5,0.423,5.9,0.8,1.0,0.8,32.0,12.0,20.1,0.4,1.9,6.1,PG,0.6,1.4,1.6,MEM,0.452,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PG,0.0,0.0,0.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.1,0.571,5.5,0.0,,0.0,1.2,0.5,4.5,3.1,0.571,5.5,0.5,0.446,1.0,71.0,12.0,19.6,2.1,2.1,6.7,C,0.7,0.7,6.6,SAC,0.571,1.7,0.477,3.6,0.0,,0.0,0.9,0.4,3.0,1.7,0.477,3.6,0.2,0.417,0.6,42.0,1.0,12.0,1.2,1.6,3.7,C,0.4,0.6,4.2,SAC,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.3,0.454,13.8,1.9,0.395,4.8,1.2,2.4,5.3,8.1,0.439,18.5,4.5,0.793,5.7,48.0,48.0,32.4,1.3,2.9,22.7,PF,0.8,1.9,6.6,NYK,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.484,9.3,2.5,0.352,7.1,1.8,2.0,7.7,7.0,0.427,16.4,4.0,0.799,5.0,57.0,57.0,31.8,1.8,3.2,20.4,C,0.7,1.6,9.5,DAL,0.503
,2.9,0.556,5.1,0.3,0.333,0.8,2.7,0.8,4.2,3.1,0.527,5.9,1.4,0.712,2.0,74.0,67.0,26.7,1.1,1.5,7.9,SF,1.6,1.3,5.4,SAS,0.549,3.3,0.583,5.6,0.2,0.265,0.8,3.0,0.9,4.7,3.5,0.543,6.4,0.9,0.578,1.5,43.0,40.0,29.8,1.1,2.6,8.0,SF,1.3,1.3,5.8,MEM,0.56,2.0,0.541,3.7,0.4,0.282,1.3,2.4,0.6,3.4,2.3,0.474,4.9,0.8,0.667,1.2,67.0,28.0,19.9,0.9,1.7,5.8,SF,0.8,1.0,4.3,MEM,0.511
,0.8,0.537,1.5,2.2,0.436,5.2,1.2,0.4,2.1,3.0,0.459,6.6,0.9,0.889,1.0,73.0,4.0,21.6,0.1,1.8,9.2,SG,0.4,0.8,2.3,CLE,0.628,0.9,0.467,1.9,2.0,0.397,5.0,1.2,0.2,2.2,2.9,0.416,6.9,0.9,0.822,1.0,70.0,0.0,19.1,0.1,1.5,8.6,PF,0.4,0.8,2.3,2TM,0.559,0.5,0.482,1.0,1.7,0.418,4.1,1.2,0.2,1.8,2.2,0.43,5.1,0.6,0.854,0.7,58.0,1.0,16.6,0.3,1.3,6.7,SF,0.4,0.8,2.1,MIL,0.599
,4.0,0.511,7.9,2.1,0.366,5.6,1.8,0.4,5.1,6.1,0.45,13.5,1.9,0.707,2.7,77.0,37.0,31.2,1.1,2.1,16.1,PF,0.6,1.8,6.3,LAL,0.527,5.3,0.553,9.5,1.8,0.303,6.0,2.5,0.4,4.6,7.1,0.456,15.5,2.7,0.752,3.6,70.0,68.0,33.1,0.9,2.4,18.7,PF,0.6,1.9,5.5,LAL,0.515,3.4,0.518,6.5,1.4,0.316,4.5,1.3,0.4,3.6,4.8,0.436,11.0,1.9,0.735,2.5,61.0,9.0,25.0,0.9,2.1,12.8,PF,0.5,1.5,4.5,LAL,0.5
,0.4,0.313,1.3,0.2,0.4,0.4,0.2,0.0,0.8,0.6,0.333,1.8,0.6,0.538,1.1,12.0,0.0,4.9,0.1,0.3,1.9,SF,0.1,0.3,0.8,OKC,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.1,0.541,11.3,2.8,0.408,6.8,5.1,0.3,3.2,8.9,0.491,18.1,3.9,0.889,4.4,60.0,60.0,32.2,0.6,2.0,24.4,PG,1.1,2.3,3.8,BOS,0.568,6.4,0.533,12.0,2.6,0.401,6.5,6.9,0.5,3.9,9.0,0.487,18.5,3.2,0.873,3.7,67.0,67.0,33.0,1.1,2.5,23.8,PG,1.5,2.6,5.0,BOS,0.557,7.2,0.522,13.7,2.8,0.394,7.1,6.4,0.5,4.1,10.0,0.478,20.8,4.7,0.922,5.1,20.0,20.0,32.9,1.1,2.7,27.4,PG,1.4,2.6,5.2,BRK,0.546
,0.1,0.2,0.7,0.0,0.0,0.2,0.4,0.1,0.2,0.1,0.154,0.9,0.2,0.6,0.4,14.0,0.0,4.7,0.1,0.4,0.5,PG,0.1,0.1,0.3,CLE,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2,0.42,5.2,1.7,0.305,5.7,7.2,0.8,5.6,3.9,0.36,10.8,0.6,0.451,1.4,52.0,50.0,34.2,1.3,2.3,10.2,PG,1.7,2.6,6.9,LAL,0.44,2.3,0.482,4.9,1.6,0.329,4.9,5.4,0.4,4.2,3.9,0.406,9.7,0.4,0.417,1.0,47.0,45.0,30.3,1.1,2.4,9.9,PG,1.5,2.2,5.3,LAL,0.488,2.0,0.442,4.6,2.3,0.375,6.3,7.0,0.6,5.0,4.4,0.403,10.9,0.7,0.566,1.2,63.0,54.0,32.1,1.1,2.0,11.8,PG,1.4,3.1,6.1,NOP,0.511
,1.1,0.457,2.3,1.4,0.354,4.0,1.3,0.8,2.7,2.5,0.392,6.3,0.4,0.727,0.6,20.0,1.0,16.3,0.6,1.4,6.7,C,0.3,0.6,3.2,NYK,0.504,0.8,0.411,2.0,1.5,0.363,4.2,1.2,0.9,2.3,2.3,0.378,6.2,0.8,0.826,1.0,46.0,18.0,17.0,0.6,0.9,7.0,C,0.6,0.5,2.9,NYK,0.502,1.4,0.646,2.2,0.9,0.287,3.0,0.9,0.7,1.7,2.3,0.439,5.2,0.6,0.714,0.8,36.0,14.0,15.5,0.6,1.5,6.0,C,0.3,0.4,2.3,CHI,0.521
,1.0,0.5,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.5,2.0,0.0,,0.0,1.0,1.0,13.0,0.0,0.0,2.0,SF,1.0,1.0,0.0,LAL,0.5,2.0,0.608,3.4,0.6,0.318,2.0,0.8,0.4,2.4,2.7,0.5,5.4,1.1,0.714,1.6,22.0,2.0,17.8,0.9,1.1,7.1,SF,0.7,0.6,3.3,MIN,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.571,1.8,0.0,,0.0,0.0,0.0,1.8,1.0,0.571,1.8,0.0,0.0,0.3,4.0,0.0,5.0,0.8,1.3,2.0,C,0.3,0.0,2.5,CHO,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1,0.506,4.2,1.0,0.333,3.0,2.5,0.2,1.9,3.1,0.434,7.1,1.7,0.84,2.0,65.0,0.0,20.0,0.3,1.9,8.9,SG,0.7,1.6,2.2,SAS,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.5,0.456,9.8,1.5,0.341,4.4,4.2,1.4,7.0,5.9,0.42,14.2,3.8,0.834,4.6,73.0,73.0,33.0,1.1,2.5,17.2,C,0.7,2.7,8.1,MEM,0.473,3.7,0.487,7.6,1.3,0.363,3.5,4.4,1.1,6.9,4.9,0.448,11.0,2.4,0.759,3.2,79.0,72.0,30.8,1.0,2.7,13.6,C,1.1,2.0,7.9,2TM,0.505,1.4,0.473,3.0,1.3,0.385,3.4,3.3,0.9,5.5,2.7,0.427,6.3,0.8,0.735,1.1,44.0,43.0,26.4,0.7,2.8,7.5,C,0.8,1.3,6.3,TOR,0.529
,3.5,0.518,6.8,0.0,,0.0,1.8,0.7,5.4,3.5,0.518,6.8,1.3,0.675,2.0,82.0,82.0,25.3,2.2,2.1,8.4,C,0.5,1.2,7.6,WAS,0.518,2.1,0.532,4.0,0.0,,0.0,1.4,0.5,4.1,2.1,0.532,4.0,0.7,0.729,1.0,47.0,43.0,16.0,1.4,2.0,5.0,C,0.1,1.1,5.6,LAC,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4,0.515,0.8,0.1,0.267,0.4,0.2,0.0,0.2,0.5,0.438,1.1,0.3,0.619,0.5,42.0,0.0,5.3,0.2,0.8,1.4,SG,0.1,0.1,0.4,MIN,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.3,0.467,7.0,1.6,0.368,4.3,1.3,0.2,4.6,4.9,0.429,11.3,2.3,0.805,2.9,54.0,21.0,26.7,0.8,1.9,13.6,PF,0.6,1.2,5.4,BOS,0.499,3.1,0.508,6.1,1.9,0.375,5.2,1.5,0.3,5.1,5.0,0.447,11.3,1.9,0.844,2.3,75.0,53.0,27.9,1.0,2.4,13.9,PF,0.6,1.2,6.1,BOS,0.533,3.4,0.461,7.5,2.3,0.408,5.6,1.4,0.5,4.1,5.7,0.438,13.1,2.9,0.823,3.5,62.0,62.0,31.2,1.0,2.9,16.7,PF,0.8,1.6,5.0,2TM,0.526
,0.3,0.5,0.5,0.3,0.2,1.3,0.5,0.0,1.0,0.5,0.286,1.8,0.0,,0.0,4.0,0.0,7.8,0.3,1.5,1.3,SG,0.0,0.5,1.3,HOU,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.2,0.409,7.9,0.0,0.0,0.1,3.8,0.3,2.3,3.2,0.405,7.9,0.7,0.476,1.5,14.0,0.0,18.1,0.8,1.6,7.1,SG,0.9,1.2,3.1,PHI,0.405,3.2,0.433,7.4,0.2,0.286,0.7,3.1,0.3,2.3,3.4,0.419,8.2,1.1,0.568,1.9,19.0,15.0,22.5,1.4,2.7,8.2,SG,0.9,1.3,3.7,PHI,0.432,4.5,0.507,8.8,0.5,0.267,1.9,5.1,0.2,2.7,5.0,0.465,10.7,1.6,0.73,2.2,72.0,60.0,27.7,0.6,2.0,12.1,PG,1.3,2.0,3.3,ORL,0.488
,1.7,0.512,3.3,1.6,0.413,3.9,1.2,0.5,3.8,3.3,0.458,7.2,1.3,0.829,1.6,78.0,78.0,25.7,0.9,1.5,9.5,PF,0.7,0.8,4.7,CHO,0.57,1.8,0.5,3.6,1.9,0.366,5.1,1.2,0.8,4.4,3.7,0.422,8.7,0.9,0.767,1.1,75.0,75.0,28.4,1.0,2.1,10.1,PF,0.9,0.6,5.4,CHO,0.529,1.1,0.568,1.9,1.0,0.359,2.7,1.0,0.5,2.6,2.1,0.446,4.6,0.8,0.86,1.0,58.0,1.0,19.5,0.5,1.8,5.9,PF,0.6,0.6,3.2,2TM,0.551
,3.0,0.602,5.0,0.0,0.0,0.0,1.9,1.1,3.6,3.0,0.601,5.0,1.1,0.458,2.4,74.0,26.0,19.4,1.8,2.5,7.1,C,0.7,1.4,5.4,DEN,0.601,3.2,0.602,5.3,0.0,0.2,0.1,3.0,0.9,4.4,3.2,0.593,5.4,1.4,0.561,2.4,82.0,17.0,21.1,2.0,3.1,7.8,C,0.8,1.5,6.4,DEN,0.595,2.9,0.625,4.6,0.0,0.0,0.1,2.5,0.6,3.6,2.9,0.615,4.7,1.4,0.535,2.5,61.0,1.0,17.3,1.6,2.3,7.2,C,0.5,1.3,5.2,DEN,0.615
,0.3,1.0,0.3,0.3,0.2,1.7,0.0,0.0,0.3,0.7,0.333,2.0,0.0,,0.0,3.0,0.0,3.7,0.0,0.3,1.7,SG,0.0,0.3,0.3,MIA,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7,0.351,1.9,0.8,0.372,2.1,3.8,0.0,1.3,1.4,0.362,4.0,0.7,0.926,0.7,38.0,3.0,18.7,0.4,1.8,4.3,PG,0.4,1.3,1.7,MIL,0.457,1.1,0.482,2.3,0.9,0.338,2.7,3.8,0.0,1.5,2.0,0.405,5.0,0.9,0.808,1.1,48.0,0.0,16.9,0.1,1.6,5.9,PG,0.3,1.4,1.6,2TM,0.496,0.7,0.488,1.5,0.4,0.231,1.6,3.2,0.0,1.0,1.1,0.354,3.1,0.6,0.865,0.6,57.0,4.0,14.4,0.3,1.4,3.1,PG,0.4,1.0,1.3,CLE,0.414
,1.5,0.613,2.5,0.6,0.313,1.8,0.7,0.7,2.3,2.1,0.489,4.3,0.6,0.746,0.8,72.0,35.0,16.8,1.0,1.6,5.4,PF,0.4,0.4,3.3,DAL,0.553,1.4,0.583,2.4,1.1,0.353,3.1,1.0,1.1,3.4,2.5,0.453,5.4,0.8,0.784,1.0,71.0,18.0,21.2,1.3,2.0,6.8,PF,0.5,0.8,4.6,DAL,0.553,1.6,0.605,2.6,1.6,0.373,4.3,1.2,1.1,3.7,3.2,0.461,6.9,1.1,0.849,1.3,74.0,21.0,25.5,1.5,2.4,9.1,PF,0.3,0.8,5.2,DAL,0.577
,1.1,0.673,1.6,0.3,0.423,0.8,0.5,0.0,1.8,1.4,0.59,2.4,0.3,0.818,0.3,33.0,2.0,7.7,0.4,1.1,3.4,C,0.2,0.3,2.1,POR,0.66,1.3,0.626,2.1,0.8,0.45,1.8,1.2,0.1,3.0,2.2,0.545,4.0,0.7,0.843,0.8,61.0,2.0,14.4,0.8,1.7,5.9,C,0.2,0.7,3.8,POR,0.649,1.3,0.623,2.1,1.0,0.414,2.5,1.1,0.3,4.5,2.3,0.509,4.6,0.4,0.643,0.5,51.0,49.0,20.3,0.6,2.1,6.1,C,0.3,0.8,5.1,MIA,0.622
,1.4,0.492,2.8,2.0,0.379,5.2,4.6,0.1,2.4,3.4,0.419,8.0,0.9,0.848,1.0,45.0,36.0,25.2,0.4,2.3,9.5,PG,0.5,2.2,2.8,LAC,0.542,0.5,0.538,0.9,0.7,0.37,1.8,2.1,0.1,0.9,1.1,0.425,2.7,0.3,0.571,0.5,15.0,0.0,10.0,0.2,1.8,3.2,PG,0.2,1.4,1.1,LAC,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.375,2.4,0.4,0.174,2.3,1.0,0.2,1.5,1.3,0.277,4.7,0.4,0.5,0.8,10.0,0.0,12.5,0.3,1.3,3.4,SG,0.6,0.2,1.8,BRK,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.6,0.641,7.1,0.0,0.143,0.1,1.0,0.7,2.7,4.6,0.635,7.2,1.8,0.626,2.9,76.0,3.0,17.0,1.4,1.9,11.0,C,0.5,0.9,4.0,LAC,0.636,6.6,0.623,10.6,0.0,0.176,0.2,2.0,1.3,4.3,6.7,0.615,10.8,3.2,0.643,5.0,82.0,5.0,26.3,2.2,3.1,16.6,C,0.9,1.6,6.5,LAC,0.617,7.5,0.593,12.6,0.0,0.0,0.3,1.7,1.1,4.5,7.5,0.58,12.9,3.7,0.658,5.6,63.0,2.0,27.8,2.6,2.3,18.6,C,0.6,1.7,7.1,LAC,0.58
,1.1,0.431,2.6,1.0,0.328,2.9,1.1,0.3,1.4,2.1,0.376,5.5,0.3,0.6,0.5,20.0,0.0,18.9,0.5,1.4,5.4,SF,1.6,1.0,1.9,MEM,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4,0.505,2.8,1.1,0.415,2.7,1.3,0.2,3.3,2.6,0.461,5.5,0.5,0.8,0.7,67.0,21.0,20.5,0.8,2.1,6.8,PF,0.7,0.8,4.1,MIN,0.563,2.4,0.539,4.4,1.3,0.401,3.3,1.9,0.7,4.1,3.7,0.479,7.7,0.9,0.761,1.2,77.0,70.0,23.2,1.6,2.6,9.6,PF,0.7,1.1,5.8,SAC,0.566,2.5,0.541,4.6,1.9,0.419,4.4,2.8,0.6,4.8,4.4,0.481,9.1,1.0,0.821,1.2,72.0,67.0,27.9,1.5,3.0,11.5,PF,0.9,1.4,6.4,SAC,0.583
,2.6,0.574,4.6,0.0,0.0,0.0,0.9,0.3,2.3,2.6,0.569,4.6,1.3,0.636,2.1,52.0,4.0,14.6,1.0,2.4,6.5,C,0.5,0.7,3.4,HOU,0.569,1.4,0.531,2.7,0.0,0.0,0.1,0.6,0.4,2.1,1.4,0.517,2.8,0.7,0.66,1.1,42.0,2.0,13.0,0.8,2.1,3.6,C,0.4,0.3,2.9,HOU,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8,0.529,3.5,0.0,0.0,0.0,0.7,0.7,4.0,1.8,0.524,3.5,0.7,0.75,0.9,30.0,6.0,15.7,1.6,2.0,4.4,C,1.0,0.9,5.6,DAL,0.524,2.1,0.587,3.6,0.0,,0.0,0.6,1.2,2.6,2.1,0.587,3.6,0.7,0.684,1.0,77.0,2.0,13.7,1.6,2.2,4.9,C,0.9,0.6,4.2,OKC,0.587,3.0,0.688,4.4,0.0,0.333,0.0,0.9,1.5,3.4,3.0,0.684,4.4,1.3,0.755,1.7,61.0,7.0,18.5,1.5,2.7,7.4,C,1.0,1.1,4.9,OKC,0.686
,3.1,0.525,5.9,2.5,0.377,6.5,1.5,0.7,6.3,5.6,0.447,12.4,2.0,0.818,2.5,55.0,14.0,27.2,1.1,2.0,15.6,PF,0.8,1.1,7.4,2TM,0.546,2.7,0.545,4.9,2.5,0.365,6.9,1.2,0.7,6.1,5.2,0.439,11.8,2.3,0.847,2.7,46.0,25.0,27.1,1.3,2.3,15.2,PF,0.7,1.0,7.4,2TM,0.546,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.9,0.527,11.2,1.1,0.314,3.6,3.4,1.1,7.4,7.0,0.475,14.7,1.4,0.819,1.6,57.0,57.0,29.5,1.8,2.5,16.5,C,1.0,1.9,9.2,ORL,0.513,7.7,0.549,14.0,1.1,0.364,2.9,3.8,1.1,9.2,8.8,0.518,16.9,2.2,0.789,2.8,80.0,80.0,31.4,2.8,2.0,20.8,C,1.0,2.0,12.0,ORL,0.549,6.4,0.531,12.0,1.6,0.339,4.7,3.6,0.8,8.6,8.0,0.477,16.7,2.1,0.784,2.7,62.0,62.0,32.2,2.3,2.2,19.6,C,0.9,1.4,10.9,ORL,0.525
,1.6,0.5,3.1,0.4,0.303,1.2,0.6,0.3,4.5,1.9,0.444,4.3,0.7,0.621,1.1,54.0,16.0,16.2,1.3,1.3,4.9,PF,0.4,0.6,5.8,2TM,0.487,2.4,0.531,4.5,0.7,0.336,2.0,1.9,0.8,6.1,3.0,0.47,6.5,1.6,0.712,2.3,68.0,57.0,25.3,1.7,2.6,8.4,PF,0.7,1.3,7.8,NYK,0.523,1.4,0.636,2.1,0.1,0.2,0.4,0.8,0.2,2.4,1.4,0.565,2.6,0.7,0.781,0.9,36.0,1.0,10.5,1.0,1.1,3.7,C,0.3,0.6,3.4,2TM,0.582
,1.2,0.604,2.0,1.0,0.371,2.7,0.7,0.2,1.9,2.2,0.471,4.7,0.5,0.629,0.8,74.0,62.0,20.0,0.6,1.8,5.9,SF,0.7,0.6,2.5,TOR,0.577,1.7,0.574,3.0,1.0,0.332,3.0,0.7,0.3,2.1,2.7,0.453,6.0,0.5,0.581,0.9,67.0,6.0,20.2,0.9,2.1,7.0,SF,0.7,0.8,2.9,TOR,0.536,2.9,0.583,4.9,1.3,0.39,3.3,1.6,0.7,4.1,4.1,0.505,8.2,1.0,0.706,1.5,69.0,68.0,29.9,1.2,2.4,10.6,SF,1.4,1.1,5.3,TOR,0.584
,0.5,0.6,0.8,0.7,0.364,1.8,0.3,0.2,1.3,1.2,0.438,2.7,0.3,0.667,0.5,6.0,4.0,13.3,0.5,1.0,3.3,PF,0.2,0.2,1.8,MIA,0.563,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.0,,0.0,3.0,0.0,2.0,0.3,0.0,0.0,PF,0.0,0.0,0.7,WAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.2,0.454,9.3,3.1,0.401,7.7,3.3,0.5,4.7,7.3,0.43,17.0,4.3,0.822,5.2,79.0,79.0,36.6,0.9,2.9,21.9,SF,2.0,2.7,5.7,OKC,0.521,5.4,0.484,11.1,3.8,0.386,9.8,4.1,0.4,6.8,9.2,0.438,21.0,5.9,0.839,7.0,77.0,77.0,36.9,1.4,2.8,28.0,SF,2.2,2.7,8.2,OKC,0.529,3.9,0.464,8.4,3.3,0.412,7.9,3.9,0.4,5.2,7.1,0.439,16.3,4.0,0.876,4.5,48.0,48.0,29.6,0.5,2.4,21.5,SF,1.4,2.6,5.7,LAC,0.539
,4.3,0.506,8.5,1.0,0.345,3.0,2.8,1.2,4.7,5.3,0.464,11.4,2.9,0.696,4.2,38.0,37.0,30.1,1.7,2.6,14.6,PF,1.0,1.9,6.4,DEN,0.509,3.8,0.522,7.2,0.8,0.365,2.3,2.0,0.8,5.0,4.6,0.484,9.5,2.6,0.727,3.6,70.0,65.0,27.1,2.2,2.6,12.6,PF,1.2,1.4,7.2,DEN,0.528,3.1,0.5,6.2,1.1,0.435,2.4,1.6,0.6,3.8,4.1,0.482,8.6,2.3,0.816,2.8,51.0,48.0,24.3,1.9,2.9,11.6,PF,0.9,1.4,5.7,DEN,0.543
,0.4,0.384,1.0,1.5,0.349,4.2,0.8,0.4,3.1,1.9,0.356,5.2,0.7,0.817,0.9,70.0,8.0,19.4,0.6,2.1,5.9,PF,0.5,0.9,3.7,BRK,0.496,0.2,0.667,0.3,0.2,0.133,1.5,0.8,0.4,2.2,0.4,0.222,1.8,0.7,0.7,1.0,10.0,0.0,12.3,0.3,2.4,1.7,PF,0.1,0.4,2.5,PHO,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,0.407,1.2,0.1,0.136,1.0,0.4,0.1,0.8,0.6,0.286,2.1,0.6,0.824,0.7,23.0,1.0,8.5,0.3,1.0,2.0,SF,0.3,0.5,1.2,CHI,0.316,0.4,0.575,0.8,0.1,0.333,0.3,0.5,0.0,0.7,0.5,0.5,1.1,0.6,0.81,0.8,53.0,0.0,5.5,0.2,0.5,1.8,SF,0.2,0.2,0.9,SAS,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8,0.667,1.2,0.6,0.214,2.8,0.6,0.0,1.0,1.4,0.35,4.0,0.4,1.0,0.4,5.0,1.0,9.0,0.0,1.4,3.8,SG,0.6,0.4,1.0,HOU,0.425,2.0,0.667,3.0,4.0,0.4,10.0,3.0,0.0,2.0,6.0,0.462,13.0,1.0,0.5,2.0,1.0,0.0,26.0,1.0,3.0,17.0,SG,1.0,0.0,3.0,BOS,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,
